course_code,prerequisites,prereq_warnings,concurrent_with,min_standing,notes,warning_text
BIOL 3988H,none,instructor_consent,,0.0,Cons. of summer research prog. dir. Consent required,
BIOL 4102,BIOL 3101 or CHEM 4530 or BIOL 4532,instructor_consent;may_be_concurrent,BIOL 3101,0.0,"BIOL 3101 or CHEM 4530 and BIOL 4532 , which may be taken concurrently with cons. of instr",
BIOL 4201,BIOL 3201,instructor_consent,,0.0,BIOL 3201 or cons. of instr,
BIOL 4202,BIOL 3201,instructor_consent;may_be_concurrent,BIOL 3201,0.0,and cons. of dept. ch. Consent required,
BIOL 4302,BIOL 3301,instructor_consent,,0.0,BIOL 3301 and cons. of dept. ch. Consent required,
BIOL 4401,BIOL 3400,instructor_consent,,0.0,or cons. of instr,
BIOL 4402,BIOL 3400,instructor_consent,,0.0,BIOL 3400 or equiv. Consent required,
BIOL 4403,BIOL 3400,instructor_consent,,0.0,BIOL 3400 or cons. of instr,
BIOL 4404,BIOL 3404,,,0.0,,
BIOL 4406,BIOL 1002 or BIOL 1002H,instructor_consent,,0.0,BIOL 1002 or BIOL 1002H or cons. of instr,
BIOL 4410,BIOL 3400,instructor_consent,,0.0,BIOL 3400 or cons. of instr,
BIOL 4501,BIOL 3301;BIOL 4701 or BISC 4145 or BIEN 4700,,,0.0,,
BIOL 4502,BIOL 4501;BIOL 4701,instructor_consent;may_be_concurrent,BIOL 4501,0.0,"BIOL 4501 , which may be taken concurrently, and cons. of dept. ch; or BIOL 4701 and cons. of dept. ch. Consent required",
BIOL 4532,BIOL 3301 or CHEM 2112 or CHEM 2114 or CHEM 4530,,,0.0,,
BIOL 4601,BIOL 3301,instructor_consent,,0.0,BIOL 3301 or cons. of instr,
BIOL 4602,BIOL 1001 or BIOL 1001H or BIOL 1002 or BIOL 1002H,instructor_consent,,0.0,"BIOL 1001 or BIOL 1001H and BIOL 1002 or BIOL 1002H , or equiv. and cons. of dept. ch. Consent required",
BIOL 4701,BIOL 1002 or BIOL 1002H;BIOL 3301,instructor_consent,,0.0,or cons. of instr. BIOL 3301 recommended,
BIOL 4702,BIOL 4701,instructor_consent;may_be_concurrent,BIOL 4701,0.0,cons. of dept. ch. Consent required,
BIOL 4703,BIOL 4701,instructor_consent,,0.0,"BIOL 4701 or equiv., or cons. of instr",
BIOL 4801,BIOL 1002 or BIOL 1002H,,,0.0,,
BIOL 4802,BIOL 4801,instructor_consent,,0.0,BIOL 4801 . Consent required,
BIOL 4806,none,,,0.0,,
BIOL 4931,none,instructor_consent,,0.0,Cons. of instr. Consent required,
BIOL 4931H,none,instructor_consent,,0.0,Cons. of instr; admission to the BSCI Disciplinary Honors Program. Consent required,
BIOL 4953,BIOL 4956 or BIOL 4956H,instructor_consent,,0.0,Concurrent enrollment in BIOL 4956 or BIOL 4956H; or cons. of instr,
BIOL 4956,none,instructor_consent,,0.0,Cons. of dept. ch. Consent required,
BIOL 4956H,none,instructor_consent,,0.0,Cons. of dept. ch; admission to the BSCI Disciplinary Honors Program. Consent required,
BIOL 4987,BIOL 3986 or BIOL 3986H;BIOL 3987 or BIOL 3987H or BIOL 3988H,instructor_consent;may_be_concurrent,BIOL 3986,0.0,and cons. of internship dir. Consent required,
BIOL 4987H,BIOL 3986 or BIOL 3986H;BIOL 3988H or BIOL 3987 or BIOL 3987H,instructor_consent;may_be_concurrent,BIOL 3986,0.0,and cons. of internship dir; admission to the BSCI Disciplinary Honors Program. Consent required,
BIOL 4995,BIOL 4995 or BIOL 4956,instructor_consent;standing_requirement,,3.0,"Jr. or Sr. stndg., cons. of instr., and cons. of dept ch. A maximum of six (6) cr. hrs. of BIOL 4995 and BIOL 4956 combined can counted toward the major. Consent required",
BIOL 4995H,none,instructor_consent;standing_requirement,,3.0,"Jr. or Sr. stndg., cons. of instr., and cons. of dept ch; admission to the BSCI Disciplinary Honors Program. Consent required",
BIOL 5102,BIOL 3101 or CHEM 4530 or BIOL 4532,,,0.0,,
BIOL 5201,none,,,0.0,,
BIOL 5401,none,,,0.0,,
BIOL 5403,none,,,0.0,,
BIOL 5404,none,,,0.0,,
BIOL 5410,none,,,0.0,,
BIOL 5501,none,,,0.0,,
BIOL 5532,none,,,0.0,,
BIOL 5703,none,,,0.0,,
BIOL 5802,none,instructor_consent,,0.0,Consent required,
BIOL 5806,none,,,0.0,,
BIOL 6001,BIOL 1002;CHEM 1002;BIOL 1009 or CHEM 1002,,,0.0,or cons. of dept. ch,
BIOL 6096,none,instructor_consent,,0.0,Cons. of dept. ch. Consent required,
BIOL 6097,BIOL 6096,instructor_consent,,0.0,BIOL 6096 and cons. of dept. ch. Consent required,
BIOL 6952,none,,,0.0,,
BIOL 6995,none,instructor_consent,,0.0,Cons. of instr. and cons. of dept. ch. Consent required,
BIOL 6999,none,instructor_consent,,0.0,Cons. of dept. ch. Consent required,
BIOL 8004,none,instructor_consent,,0.0,Enrolled in the BSCI-PHD program; or cons. of instr,
BIOL 8005,none,instructor_consent,,0.0,Enrolled in the BSCI-PHD program; or cons. of instr,
BIOL 8007,BIOL 8004,instructor_consent,,0.0,Enrolled in the BSCI-PHD program and BIOL 8004; or cons. of instr,
BIOL 8101,BIOL 3101,instructor_consent,,0.0,or cons. of instr,
BIOL 8102,BIOL 3101,instructor_consent,,0.0,BIOL 3101 or cons. of instr,
BIOL 8110,BIOL 3101,instructor_consent,,0.0,Enrolled in the BSCI-PHD program and BIOL 3101 or equiv; or cons. of instr,
BIOL 8201,BIOL 3201 or BIOL 3301,instructor_consent,,0.0,Enrolled in the BSCI-PHD program and BIOL 3201 and BIOL 3301 or equiv; or cons. of instr,
BIOL 8202,BIOL 3201,,,0.0,,
BIOL 8301,BIOL 2301,,,0.0,,
BIOL 8302,BIOL 3301,instructor_consent,,0.0,BIOL 3301 or equiv. Consent required. Consent required,
BIOL 8603,BIOL 3301 or BIOL 4601,instructor_consent,,0.0,Enrolled in BSCI-PHD; or cons. of instr,
BIOL 8701,BIOL 4701,instructor_consent,,0.0,Enrolled in BSCI-PHD; or cons. of instr,
BIOL 8704,BIOL 2301,instructor_consent,,0.0,"BIOL 2301 or equiv., or cons. of instr",
BIOL 8801,BIOL 3101 or BIOL 4801 or BIOL 8102,instructor_consent,,0.0,or cons. of instr,
BIOL 8802,none,instructor_consent,,0.0,Consent required,
BIOL 8803,none,,,0.0,,
BIOL 8931,none,instructor_consent,,0.0,Cons. of dept. ch. Consent required,
BIOL 8953,none,instructor_consent,,0.0,Cons. of instr,
BIOL 8954,none,instructor_consent,,0.0,Cons. of instr,
BIOL 8955,none,instructor_consent,,0.0,Cons. of instr. Consent required,
BIOL 8956,none,instructor_consent,,0.0,Cons. of instr,
BIOL 8957,none,instructor_consent,,0.0,Cons. of instr,
BIOL 8958,none,instructor_consent,,0.0,Cons. of instr,
BIOL 8959,none,instructor_consent,,0.0,Cons. of instr. Consent required,
BIOL 8995,none,instructor_consent,,0.0,Cons. of instr. and cons. of dept. ch. Consent required,
BIOL 8999,none,instructor_consent,,0.0,Cons. of dept. ch. Consent required,
BIOL 9002H,none,instructor_consent,,0.0,Cons. of dept. ch. Consent required,
BIOL 9970,none,instructor_consent,,0.0,Consent required,
BIOL 9974,none,instructor_consent,,0.0,Consent required,
BIOL 9975,none,instructor_consent,,0.0,Consent required,
BIOL 9976,none,instructor_consent,,0.0,Consent required,
BIOL 9984,none,instructor_consent,,0.0,Consent required,
BIOL 9985,none,instructor_consent,,0.0,Consent required,
BIOL 9986,none,instructor_consent,,0.0,Consent required,
BIOL 9987,none,instructor_consent,,0.0,Consent required,
BIOL 9988,none,instructor_consent,,0.0,Consent required,
BIOL 9989,none,instructor_consent,,0.0,Consent required,
BIOL 9995,none,instructor_consent,,0.0,Consent required,
BIOL 9996,none,instructor_consent,,0.0,Consent required,
BIOL 9998,none,instructor_consent,,0.0,Consent required,
BIOL 9999,none,instructor_consent,,0.0,Consent required,
BIOLI 4403,BIOL 3400,instructor_consent,,0.0,BIOL 3400 or cons. of instr,
BISC 1001,none,,,0.0,BISC major with Freshman stndg,
BISC 1015,none,instructor_consent,,0.0,"NURS major, MLSC major, or cons. of instr",
BISC 1030,none,instructor_consent,,0.0,Cons. of dept. ch. Consent required,
BISC 1035,BIOL 1001,,,0.0,,
BISC 1060,none,,,0.0,NURS major,
BISC 2010,none,standing_requirement,,2.0,Soph. stndg,
BISC 2015,none,,,0.0,NURS major,
BISC 2016,BISC 2015,,,0.0,BISC 2015 and NURS major; or MLSC major,
BISC 2020,BISC 3135,,,0.0,BISC 3135 and BISC major,
BISC 2050,CHEM 1001;CHEM 1002,,,0.0,,
BISC 2070,BISC 1060,instructor_consent,,0.0,or courses in general and organic chemistry; or cons. of instr,
BISC 3110,none,instructor_consent;standing_requirement,,3.0,Jr. stndg. and a course in biochemistry; or enrolled in the Biomedical Sciences Post-Bacc program; or cons. of instr,
BISC 3115,BIOL 1002,instructor_consent;may_be_concurrent,BIOL 1002,0.0,or cons. of instr,
BISC 3135,BIOL 1001;BIOL 1002,instructor_consent;standing_requirement,,2.0,BIOL 1001 and BIOL 1002 and Soph. stndg; or cons. of instr,
BISC 3136,BISC 3135,instructor_consent,,0.0,BISC 3135 and cons. of instr. Consent required,
BISC 3150,BISC 3135;BISC 4145,instructor_consent;may_be_concurrent,BISC 3135,0.0,or enrolled in the Biomedical Sciences Post-Baccalaureate program; or cons. of instr,
BISC 3213,CHEM 2111 or CHEM 2113,,,0.0,"CHEM 2111 or CHEM 2113 , or enrolled in the Biomedical Sciences Pre-Dental Post-Baccalaureate program",
BISC 3859,BIOL 1001;BIOL 1002,instructor_consent,,0.0,"BIOL 1001 and BIOL 1002 , a biochemistry course, and cons. of instr. Consent required",
BISC 3929,none,instructor_consent,,0.0,Participation in Global Dental Brigade prog. Consent required,
BISC 3954,none,,,0.0,Accepted to the URISE program,
BISC 3955,none,,,0.0,Accepted to the URISE program,
BISC 3956,none,,,0.0,Accepted to the URISE program,
BISC 3957,none,,,0.0,Accepted to the URISE program,
BISC 3987,none,instructor_consent,,0.0,Cons. of BISC internship dir. Consent required,
BISC 3989,none,instructor_consent,,0.0,Consent required,
BISC 4010,BISC 3850 or BISC 4140 or PSYC 3601,,,0.0,,
BISC 4020,BIOL 1001,standing_requirement,,2.0,BIOL 1001 and Soph. stndg,
BISC 4112,BISC 3135,instructor_consent,,0.0,BISC 3135 and BISC major; or cons. of instr,
BISC 4113,BISC 9002,instructor_consent,,0.0,BISC major and BISC 9002 Consent required,
BISC 4120,BISC 4145,instructor_consent,,0.0,or enrolled in the Biomedical Sciences Post-Baccalaureate program; or cons. of instr,
BISC 4140,BISC 3135,,,0.0,,
BISC 4142,none,standing_requirement,,3.0,"BISC Major, Jr. stndg",
BISC 4142H,none,standing_requirement,,3.0,Jr. stndg. and admission to BISC Disciplinary Honors Program,
BISC 4145,BISC 3135;BISC 2070 or BISC 3213,standing_requirement;may_be_concurrent,BISC 3135,3.0,and Jr. stndg,
BISC 4146,BISC 4145,instructor_consent,,0.0,BISC 4145 . Consent required,
BISC 4146H,BISC 4145,,,0.0,BISC 4145 and admission to BISC Disciplinary Honors Program,
BISC 4147,BISC 4145,may_be_concurrent,BISC 4145,0.0,,
BISC 4150,BISC 3115,standing_requirement,,4.0,BISC 3115 and Sr. stndg,
BISC 4151,BISC 3150,,,0.0,,
BISC 4151H,BISC 3150,,,0.0,BISC 3150 and admission to BISC Disciplinary Honors Program,
BISC 4153,MLSC 2060,instructor_consent;standing_requirement,,3.0,BISC major and Jr. stndg; or Public Health Equity minor and MLSC 2060; or cons. of instr,
BISC 4155,BISC 3135;BISC 4145,instructor_consent,,0.0,or cons. of instr,
BISC 4157,MLSC 2060 or BISC 4153,standing_requirement,,3.0,Jr. stndg,
BISC 4160,none,may_be_concurrent,,0.0,"A course in biochemistry, which may be taken concurrently",
BISC 4165,BISC 3115,,,0.0,,
BISC 4170,BISC 3135,,,0.0,,
BISC 4173,BIOL 1002;BISC 3135,standing_requirement,,3.0,"BIOL 1002 , BISC 3135 , and Jr. stndg",
BISC 4210,BISC 4145,,,0.0,,
BISC 4214,BISC 3213,instructor_consent,,0.0,BISC 3213 . Consent required,
BISC 4214H,BISC 3213,,,0.0,BISC 3213 and admission to BISC Disciplinary Honors Program,
BISC 4275,BISC 4145,instructor_consent,,0.0,BISC 4145 and cons. of instr. Consent required,
BISC 4325,BISC 4145 or BIOL 4701,,,0.0,,
BISC 4340,BISC 2070 or BISC 3213 or BIOL 3101 or CHEM 4530,,,0.0,,
BISC 4341,BISC 4340,,,0.0,,
BISC 4341H,BISC 4340,,,0.0,BISC 4340 and admission to BISC Disciplinary Honors Program,
BISC 4342,none,may_be_concurrent,,0.0,"A course in biochemistry, which may be taken concurrently",
BISC 4381,none,standing_requirement,,3.0,Jr. stndg,
BISC 4460,BISC 4145,instructor_consent,,0.0,BISC 4145 and cons. of instr. Consent required,
BISC 4461,none,instructor_consent;standing_requirement,,3.0,Jr. stndg; or enrolled in the Biomedical Sciences Post-Baccalaureate program. Consent required,
BISC 4514,BIOL 1001;BISC 3135,instructor_consent,,0.0,or cons. of instr,
BISC 4850,BIOL 1001,standing_requirement,,3.0,BIOL 1001 and Jr. stndg,
BISC 4851,BISC 3850,,,0.0,,
BISC 4851H,BISC 3850,instructor_consent,,0.0,BISC 3850 and admission to BISC Disciplinary Honors Program. Consent required,
BISC 4931,none,,,0.0,,
BISC 4931H,none,,,0.0,Cons. of dept. ch. and admission to BISC Disciplinary Honors Program,
BISC 4953,BISC 3136 or BISC 3112,may_be_concurrent,BISC 3136,0.0,,
BISC 4953H,BISC 3136 or BISC 3112,may_be_concurrent,BISC 3136,0.0,"BISC 3136 or BISC 3112, which may be taken concurrently, and admission to BISC Disciplinary Honors Program",
BISC 4964,BIOL 1001 or COSC 1010 or COSC 1000 or COSC 1020,instructor_consent,,0.0,"BIOL 1001 , COSC 1010 and cons. of instr. Recommended: COSC 1000 or familiarity with basics of Python or equiv. programming language. Highly recommended: COSC 1020 . Consent required",
BISC 4986,none,instructor_consent,,0.0,Cons. of internship dir. Consent required,
BISC 4987,none,instructor_consent,,0.0,Cons. of BISC internship director. Consent required,
BISC 4988,none,instructor_consent,,0.0,Cons. of dept. ch. Consent required,
BISC 4989,none,instructor_consent,,0.0,Cons. of dept. ch. Consent required,
BISC 4991H,none,instructor_consent,,0.0,Admission to BISC Disciplinary Honors Program. Consent required,
BISC 4995,none,instructor_consent,,0.0,Consent required,
BISC 4995H,none,instructor_consent,,0.0,Admission to BISC Disciplinary Honors Program. Consent required,
BISC 4997H,none,,,0.0,Admission to BISC Disciplinary Honors Program,
BISC 5010,none,major_restriction;instructor_consent,,0.0,Admitted to the BISC-MS program; or cons. of instr,
BISC 5020,none,major_restriction;instructor_consent,,0.0,Admitted to the BISC-MS program; or cons. of instr,
BISC 5112,none,major_restriction,,0.0,Admitted to the BISC-MS program,
BISC 5135,none,,,0.0,,
BISC 5140,none,,,0.0,Enrolled in the BISC pre-dental enhancement program or NRSC doctoral program,
BISC 5145,none,,,0.0,Enrolled in the BISC pre-dental enhancement program,
BISC 5155,none,instructor_consent,,0.0,Enrollment in the NRSC doctoral program; or cons. of instr,
BISC 5160,none,,,0.0,,
BISC 5170,none,major_restriction;instructor_consent,,0.0,Admitted to the BISC-MS program; or cons. of instr,
BISC 5173,none,,,0.0,Enrolled in the BISC pre-dental enhancement program,
BISC 5325,none,,,0.0,Enrolled in the BISC pre-dental enhancement program or NRSC doctoral program,
BISC 5340,none,,,0.0,Enrolled in the BISC pre-dental enhancement program,
BISC 5341,none,major_restriction,,0.0,Admitted to the BISC-MS program,
BISC 5342,none,major_restriction,,0.0,Admitted to the BISC-MS program,
BISC 5850,none,,,0.0,,
BISC 5964,none,instructor_consent,,0.0,Consent required,
BISC 6005,none,major_restriction,,0.0,Admitted to the BISC-MS prog,
BISC 6006,none,major_restriction,,0.0,Admitted to the BISC-MS prog,
BISC 6007,none,major_restriction,,0.0,Admitted to the BISC-MS prog,
BISC 6010,none,,,0.0,Enrolled in the BISC-MS prog,
BISC 6030,none,major_restriction,,0.0,Admitted to the BISC-MS prog,
BISC 6035,none,,,0.0,,
BISC 6040,none,,,0.0,Enrolled in the BISC-MS prog. or NRSC prog,
BISC 6041,BISC 6040,,,0.0,,
BISC 6050,none,,,0.0,Enrolled in BISC-MS program,
BISC 6060,none,,,0.0,,
BISC 6097,none,,,0.0,,
BISC 6140,none,,,0.0,College anatomy course; enrolled in BISC-MS program,
BISC 6931,none,,,0.0,,
BISC 6956,none,major_restriction,,0.0,Admitted to the BISC-MS prog,
BISC 6964,none,,,0.0,Enrolled in BISC-MS program,
BISC 6995,none,instructor_consent,,0.0,Cons. of dept. ch. Consent required,
BISC 6998,none,,,0.0,Enrolled in BISC-MS program,
BISC 7001,none,,,0.0,Enrolled in the BISC pre-dental enhancement program,
BISC 7002,none,,,0.0,Enrolled in the BISC pre-dental enhancement program,
BISC 7005,none,,,0.0,Enrolled in the BISC pre-dental enhancement program,
BISC 7006,none,,,0.0,Enrolled in the BISC pre-dental enhancement program,
BISC 7007,none,,,0.0,Enrolled in the BISC pre-dental enhancement program,
BISC 7021,none,,,0.0,Enrolled in the BISC pre-dental enhancement program,
BISC 7130,none,,,0.0,"PHTH, PHAS or OCTH major",
BISC 7150,none,,,0.0,Enrolled in the BISC pre-dental enhancement program,
BISC 7153,none,,,0.0,Enrolled in the BISC pre-dental enhancement program,
BISC 7157,none,,,0.0,Enrolled in the BISC pre-dental enhancement program,
BISC 7160,none,,,0.0,Enrolled in the BISC pre-dental enhancement program,
BISC 7180,none,instructor_consent,,0.0,PHAS major or cons. of instr,
BISC 7213,none,instructor_consent,,0.0,General and organic chemistry and enrolled in the BISC pre-dental enhancement program. Consent required,
BISC 7215,none,,,0.0,Enrolled in the BISC pre-dental enhancement program,
BISC 7220,none,,,0.0,PHAS major,
BISC 7230,none,,,0.0,PHAS major,
BISC 7235,none,,,0.0,Enrolled in the BISC pre-dental enhancement program,
BISC 7410,none,,,0.0,School of Dentistry only,
BISC 7461,none,instructor_consent,,0.0,Cons. of dept. ch. Consent required,
BISC 7514,none,,,0.0,School of Dentistry only,
BISC 7515,none,,,0.0,School of Dentistry,
BISC 7516,none,,,0.0,School of Dentistry only,
BISC 7517,none,,,0.0,School of Dentistry only,
BISC 7518,none,,,0.0,School of Dentistry only,
BISC 7520,none,instructor_consent,,0.0,School of Dentistry only. Consent required,
BISC 7550,none,instructor_consent,,0.0,Cons. of dept. ch. only. Consent required,
BISC 7931,none,,,0.0,,
BISC 7995,none,instructor_consent,,0.0,Consent required,
BISC 8003,none,instructor_consent,,0.0,Cons. of instr. Consent required,
BISC 8004,BISC 8003 or NRSC 8003,,,0.0,,
BISC 8005,BISC 8004 or NRSC 8004,,,0.0,,
BISC 8096,none,instructor_consent,,0.0,Cons. of instr. Consent required,
BISC 8101,none,,,0.0,,
BISC 8931,none,instructor_consent,,0.0,Cons. of instr. Consent required,
BISC 8953,none,instructor_consent,,0.0,Cons. of instr. Consent required,
BISC 9002H,none,instructor_consent,,0.0,cons. of dpt. ch. Consent required,
BUAD 1001,none,major_restriction,,0.0,Enrolled in the College of Business Administration or declared business second major,
BUAD 1060,none,major_restriction,,0.0,Enrolled in the College of Business or declared business minor,
BUAD 1560,MATH 1400 or MATH 1450,,,0.0,,
BUAD 1931,none,,,0.0,,
BUAD 1986,none,instructor_consent,,0.0,"Enrolled in the College of Business Administration, cons. of prog. dir., cons. of Business Career Center. Consent required",
BUAD 1987,none,instructor_consent;standing_requirement,,2.0,"Soph. stndg., and enrolled in the College of Business Administration, cons. of prog. dir., cons. of Business Career Center, and cons. of Executive Assoc. Dean. Consent required",
BUAD 2001,BUAD 1001;BUAD 1560,,,0.0,,
BUAD 2100,none,,,0.0,Not enrolled in the College of Business Administration,
BUAD 2160,none,,,0.0,Not enrolled in the College of Business Administration,
BUAD 2986,BUAD 1986,instructor_consent,,0.0,"BUAD 1986 , and enrolled in the College of Business Administration, cons. of prog. dir., cons. of Business Career Center. Consent required",
BUAD 2987,BUAD 1987,instructor_consent;standing_requirement,,2.0,"BUAD 1987 , Soph. stndg. and enrolled in the College of Business Administration, cons. of prog. dir., cons. of Business Career Center, and cons. of Executive Assoc. Dean. Consent required",
BUAD 2989,none,instructor_consent,,0.0,"Enrolled in the College of Business Administration, cons. of progr. dir., cons. of Business Career Center. Consent required",
BUAD 3089,none,instructor_consent;standing_requirement,,3.0,Enrolled in Business Administration and Jr. stndg; and cons. of instr. Consent required,
BUAD 3399,none,standing_requirement,,3.0,Jr. stndg. and cons. of dept. ch,
BUAD 3986,none,instructor_consent;standing_requirement,,2.0,"Soph. stndg., cons. of prog. dir. and cons. of internship dir. Consent required",
BUAD 3987,none,instructor_consent,,0.0,Cons. of prog. dir. and cons. of internship dir. Consent required,
BUAD 3988,none,instructor_consent;standing_requirement,,3.0,Jr. stndg; cons. of prog. dir; and cons. of internship dir. Consent required,
BUAD 4010,none,,,0.0,,
BUAD 4931,none,standing_requirement,,3.0,Jr. stndg,
BUAD 4986,BUAD 3986,instructor_consent,,0.0,"BUAD 3986 , cons. of prog. dir. and cons. of internship dir. Consent required",
BUAD 4987,none,instructor_consent;standing_requirement,,3.0,"Jr. stndg., cons. of prog. dir. and cons. of internship dir. Consent required",
BUAD 4988,BUAD 3988,instructor_consent,,0.0,cons. of prog. dir; and cons. of internship dir. Consent required,
BUAD 4989,none,instructor_consent;standing_requirement,,2.0,Soph. stndg; cons. of prog. director and cons. of the Business Career Center. Consent required,
BUAD 4990,none,instructor_consent;standing_requirement,,2.0,"Soph. stndg; College of Business Administration major, international student status, cons. of the Business Career Center. Consent required",
BUAD 4991,none,instructor_consent;standing_requirement,,2.0,"Soph. stndg; College of Business Administration major, international student status, cons. of the Business Career Center. Consent required",
BUAD 4992,BUAD 4991,instructor_consent;standing_requirement,,2.0,"Soph. stndg; College of Business Administration major, international student status, cons. of the Business Career Center. Consent required",
BUAD 4995,none,instructor_consent,,0.0,Cons. of asst. dean. Consent required,
